记录ID,用户ID,购买商品数量,商品ID,购买总金额(元),购买时间,是否退款
43627,36,1,1804,1124.35,2024-12-09 15:52:00,否
43628,8,1,1961,3417.04,2024-01-31 10:29:00,否
43629,78,2,"1146,1456",4350.21,2024-05-16 13:32:00,否
43630,44,3,"1236,1688,1174",1772.22,2024-09-25 09:30:00,是
43631,34,3,"1678,1303,1454",2607.45,2024-12-12 08:45:00,否
43632,7,2,"1303,1499",2728.03,2024-10-31 13:15:00,否
43633,68,4,"1782,1808,1006,1782",2892.79,2024-03-17 11:02:00,是
43634,92,2,"1052,1456",3054.86,2024-09-19 18:05:00,否
43635,12,3,"1338,1888,1040",2275.13,2024-08-15 23:49:00,否
43636,100,2,"1827,1860",493.27,2024-04-11 19:32:00,否
43637,66,1,1625,57.41,2024-06-16 13:57:00,否
43638,80,5,"1075,1700,1636,1752,1259",12485.15,2024-04-25 19:31:00,否
43639,44,1,1239,4494.28,2024-10-16 11:35:00,否
43640,99,3,"1234,1028,1274",3303.58,2024-09-17 02:53:00,否
43641,62,3,"1919,1056,1349",1646.41,2024-10-09 06:22:00,否
43642,91,4,"1101,1944,1104,1623",1130.73,2024-11-01 08:42:00,否
43643,59,3,"1933,1384,1107",5533.71,2024-06-25 04:31:00,否
43644,62,3,"1474,1551,1660",1996.67,2024-02-15 16:57:00,否
43645,19,2,"1277,1879",1248.26,2024-08-26 02:02:00,否
43646,82,2,"1040,1791",3583.63,2024-08-04 15:34:00,是
43647,10,4,"1741,1588,1282,1956",3172.55,2024-01-26 04:10:00,否
43648,78,2,"1666,1243",1733.4,2024-11-29 19:09:00,否
43649,12,2,"1182,1906",1299.75,2024-02-04 03:07:00,否
43650,92,4,"1624,1947,1680,1193",5958.93,2024-10-14 19:03:00,否
43651,10,3,"1743,1581,1552",5324.86,2024-01-20 07:42:00,否
43652,1,2,"1706,1245",2704.69,2024-05-02 13:26:00,否
43653,25,2,"1582,1992",290.9,2024-05-22 06:51:00,否
43654,42,1,1926,4254.55,2024-10-14 20:22:00,否
43655,33,5,"1952,1982,1234,1517,1547",1968.94,2024-02-07 01:21:00,是
43656,18,1,1918,603.44,2024-10-17 02:18:00,否
43657,61,2,"1010,1008",905.91,2024-02-13 22:59:00,否
43658,58,4,"1072,1492,1018,1553",7073.54,2024-03-25 18:05:00,否
43659,91,3,"1327,1869,1884",1656.81,2024-03-10 21:27:00,否
43660,16,3,"1718,1125,1776",3408.78,2024-06-11 19:35:00,否
43661,26,3,"1890,1546,1531",1530.8,2024-08-11 15:37:00,否
43662,57,1,1623,244.12,2024-09-29 16:56:00,否
43663,32,3,"1249,1233,1690",2408.2,2024-11-18 15:22:00,否
43664,4,3,"1020,1722,1305",2914.77,2024-07-11 15:55:00,否
43665,99,3,"1621,1038,1296",6644.32,2024-03-23 17:06:00,否
43666,59,3,"1465,1899,1765",2123.65,2024-02-28 04:37:00,否
43667,32,1,1454,1015.35,2024-11-08 18:30:00,否
43668,27,4,"1062,1675,1487,1564",6129.43,2024-12-15 10:42:00,否
43669,23,1,1931,155.83,2024-04-02 21:18:00,否
43670,30,2,"1859,1762",693.94,2024-07-10 06:54:00,否
43671,91,1,1272,1489.26,2024-06-13 10:48:00,是
43672,99,4,"1243,1485,1682,1513",3270.78,2024-10-06 20:17:00,否
43673,96,3,"1415,1785,1640",4328.05,2024-05-27 02:32:00,否
43674,40,3,"1840,1188,1740",1205.07,2024-07-20 04:01:00,否
43675,93,2,"1615,1287",519.72,2024-07-22 12:18:00,否
43676,8,3,"1102,1686,1776",1720.08,2024-11-22 10:08:00,否
43677,89,1,1198,198.91,2024-11-26 21:41:00,否
43678,49,4,"1053,1752,1238,1861",7719.56,2024-06-25 15:48:00,否
43679,83,1,1691,73.97,2024-09-05 16:03:00,否
43680,10,3,"1246,1947,1986",5208.28,2024-03-24 19:08:00,否
43681,71,1,1663,133.19,2024-11-05 17:28:00,否
43682,46,2,"1422,1584",1228.36,2024-07-21 11:46:00,否
43683,42,4,"1556,1257,1585,1908",5094.38,2024-04-10 09:13:00,否
43684,8,1,1813,2833.59,2024-07-21 05:16:00,否
43685,29,1,1517,804.88,2024-09-05 06:38:00,否
43686,80,2,"1611,1699",3955.02,2024-12-11 08:51:00,否
43687,32,5,"1766,1351,1022,1872,1785",3747.03,2024-06-27 07:18:00,否
43688,47,5,"1922,1143,1289,1068,1735",5332.38,2024-12-15 19:50:00,否
43689,55,3,"1659,1582,1816",421.03,2024-03-25 15:42:00,否
43690,73,4,"1920,1431,1130,1986",3069.97,2024-11-13 15:15:00,否
43691,34,2,"1291,1573",2507.19,2024-03-28 17:00:00,否
43692,77,3,"1354,1811,1699",4154.52,2024-06-25 03:18:00,否
43693,41,4,"1337,1900,1694,1819",8782.48,2024-05-01 21:46:00,否
43694,17,1,1781,530.42,2024-01-30 16:33:00,否
43695,5,1,1110,1066.44,2024-12-03 03:03:00,是
43696,24,1,1226,1835.13,2024-06-04 02:08:00,否
43697,81,2,"1341,1091",3954.42,2024-05-08 22:16:00,否
43698,71,2,"1733,1094",1063.03,2024-04-01 11:04:00,否
43699,8,4,"1616,1743,1159,1640",6946.26,2024-08-14 21:21:00,否
43700,5,1,1448,1574.05,2024-08-27 00:03:00,否
43701,18,5,"1495,1932,1262,1687,1545",7694.78,2024-08-22 04:30:00,否
43702,53,3,"1995,1172,1448",4522.84,2024-01-29 14:41:00,否
43703,35,1,1923,33.84,2024-05-27 06:33:00,否
43704,71,3,"1832,1049,1295",3906.8,2024-04-17 14:51:00,否
43705,88,2,"1791,1375",2992.32,2024-08-08 10:31:00,否
43706,66,2,"1732,1843",361.35,2024-08-19 01:44:00,否
43707,22,2,"1802,1723",185.27,2024-01-19 13:11:00,否
43708,93,4,"1766,1588,1577,1080",5037.14,2024-07-09 02:50:00,否
43709,82,2,"1288,1137",1920.12,2024-10-13 21:09:00,是
43710,46,1,1420,4597.04,2024-10-11 02:28:00,否
43711,98,1,1310,1607.47,2024-04-04 14:45:00,否
43712,100,3,"1737,1602,1378",5553.75,2024-02-12 11:39:00,是
43713,5,2,"1502,1879",3115.25,2024-06-06 08:41:00,否
43714,33,1,1080,1559.36,2024-06-08 22:52:00,否
43715,84,1,1057,1177.98,2024-08-18 18:51:00,否
43716,23,2,"1456,1140",4346.14,2024-08-08 00:07:00,否
43717,5,2,"1290,1691",282.8,2024-04-15 18:55:00,否
43718,75,3,"1729,1289,1451",4034.8,2024-08-25 16:42:00,否
43719,3,1,1054,46.65,2024-03-26 16:09:00,否
43720,60,3,"1945,1715,1565",5511.28,2024-01-06 16:34:00,否
43721,77,3,"1736,1796,1560",5445.63,2024-04-10 03:34:00,否
43722,54,2,"1831,1760",2361.07,2024-04-12 22:30:00,否
43723,3,2,"1376,1096",814.94,2024-01-09 10:02:00,否
43724,9,1,1024,686.36,2024-02-07 07:57:00,否
43725,33,3,"1083,1300,1723",2090.09,2024-11-05 21:07:00,否
43726,78,1,1098,920.47,2024-07-04 23:05:00,否
43727,69,5,"1011,1559,1432,1071,1342",11024.47,2024-08-01 02:04:00,否
43728,85,2,"1409,1192",4241.42,2024-04-22 00:02:00,否
43729,65,1,1720,981.49,2024-01-22 03:30:00,否
43730,45,1,1837,2771.99,2024-08-11 04:36:00,否
43731,81,1,1145,1053.78,2024-12-10 04:14:00,否
43732,41,1,1434,3041.67,2024-05-13 09:31:00,否
43733,61,2,"1969,1518",3728.42,2024-01-22 10:56:00,否
43734,74,3,"1233,1481,1447",992.67,2024-11-29 05:05:00,否
43735,79,3,"1582,1047,1045",4472.98,2024-04-12 16:54:00,否
43736,88,3,"1245,1608,1005",4570.07,2024-09-05 09:39:00,否
43737,55,1,1289,630.14,2024-02-07 18:31:00,否
43738,26,1,1890,1098.73,2024-04-24 14:41:00,否
43739,61,3,"1045,1331,1734",2187.71,2024-01-15 21:56:00,否
43740,22,1,1493,130.95,2024-10-14 04:01:00,否
43741,100,4,"1646,1581,1506,1993",1201.76,2024-09-14 22:30:00,是
43742,94,4,"1671,1514,1819,1969",8583.87,2024-03-30 14:24:00,否
43743,70,4,"1607,1355,1763,1953",1170.68,2024-02-10 06:07:00,否
43744,32,4,"1348,1971,1512,1867",2342.88,2024-02-08 03:25:00,否
43745,67,1,1249,884.56,2024-05-07 00:19:00,否
43746,85,1,1598,1675.65,2024-05-21 03:51:00,否
43747,73,4,"1918,1877,1486,1270",3187.35,2024-04-28 14:09:00,否
43748,48,3,"1127,1441,1509",3363.36,2024-08-14 18:19:00,否
43749,89,1,1976,708.23,2024-11-25 18:38:00,否
43750,10,2,"1174,1536",734.94,2024-05-29 03:47:00,否
43751,58,5,"1902,1427,1607,1802,1437",5856.84,2024-10-05 06:54:00,否
43752,25,2,"1098,1614",2708.23,2024-09-09 04:36:00,否
43753,5,4,"1080,1280,1774,1704",3340.23,2024-05-02 01:38:00,否
43754,29,2,"1585,1739",3508.7,2024-05-22 19:05:00,否
43755,26,1,1842,718.99,2024-08-13 08:09:00,否
43756,48,2,"1203,1245",2686.94,2024-11-15 11:35:00,否
43757,20,1,1212,2676.33,2024-12-06 19:48:00,否
43758,54,1,1097,590.28,2024-01-04 08:26:00,否
43759,30,3,"1881,1655,1751",2980.81,2024-05-18 17:43:00,是
43760,44,1,1009,694.7,2024-01-21 03:32:00,否
43761,63,4,"1332,1418,1006,1394",6319.76,2024-07-25 19:51:00,否
43762,28,3,"1563,1787,1395",875.08,2024-10-29 01:54:00,否
43763,93,3,"1395,1867,1062",1264.15,2024-10-13 06:32:00,否
43764,71,2,"1057,1224",1361.8,2024-08-13 20:53:00,否
43765,28,1,1488,29.6,2024-09-17 21:36:00,否
43766,9,3,"1191,1703,1968",459.24,2024-08-01 15:33:00,否
43767,53,4,"1764,1295,1409,1448",4648.24,2024-12-24 17:07:00,否
43768,10,3,"1034,1122,1871",771.64,2024-01-27 14:55:00,否
43769,39,4,"1674,1005,1740,1400",2797.97,2024-01-09 17:10:00,否
43770,74,2,"1237,1691",379.15,2024-01-14 19:48:00,否
43771,64,3,"1808,1171,1703",2494.11,2024-12-22 12:09:00,否
43772,100,4,"1106,1845,1466,1573",3940.63,2024-05-16 17:37:00,否
43773,15,4,"1155,1903,1991,1167",4106.54,2024-07-01 01:21:00,否
43774,80,1,1672,66.22,2024-08-29 02:45:00,否
43775,94,4,"1898,1660,1029,1018",5132.01,2024-06-06 13:33:00,否
43776,67,3,"1969,1887,1998",6467.89,2024-12-13 06:24:00,否
43777,27,1,1075,1004.54,2024-02-12 15:20:00,否
43778,41,2,"1802,1460",419.04,2024-06-16 14:42:00,否
43779,63,2,"1087,1548",2175.11,2024-02-19 05:42:00,否
43780,53,3,"1950,1401,1938",1283.67,2024-08-06 07:02:00,否
43781,48,2,"1668,1599",1187.89,2024-04-05 06:58:00,否
43782,7,5,"1801,1689,1730,1923,1800",6326.7,2024-06-17 10:59:00,否
43783,100,5,"1998,1807,1278,1607,1608",2723.46,2024-01-26 21:23:00,否
43784,23,4,"1745,1032,1698,1605",6311.77,2024-02-06 07:45:00,否
43785,85,3,"1698,1061,1763",3176.02,2024-02-23 22:12:00,否
43786,45,1,1472,507.05,2024-01-09 05:54:00,否
43787,21,3,"1585,1200,1120",3519.03,2024-10-05 08:55:00,否
43788,90,2,"1561,1112",7450.14,2024-01-04 07:36:00,是
43789,23,3,"1407,1098,1311",2048.5,2024-10-02 11:07:00,否
43790,83,2,"1963,1079",5185.39,2024-03-13 18:30:00,否
43791,48,1,1795,64.66,2024-06-23 05:08:00,否
43792,5,1,1683,1964.92,2024-06-08 20:02:00,否
43793,31,1,1309,156.34,2024-12-05 12:55:00,否
43794,4,2,"1403,1962",2266.16,2024-05-09 11:15:00,否
43795,75,4,"1203,1343,1633,1050",2672.48,2024-12-04 12:26:00,否
43796,34,1,1266,253.56,2024-08-21 22:13:00,否
43797,76,1,1280,583.05,2024-04-12 13:49:00,否
43798,40,3,"1736,1531,1528",898.17,2024-01-06 02:46:00,否
43799,80,2,"1782,1259",3464.03,2024-04-18 20:01:00,否
43800,46,1,1749,140.55,2024-05-03 13:59:00,否
43801,82,1,1186,1549.33,2024-01-22 17:46:00,否
43802,21,4,"1037,1169,1528,1747",5901.52,2024-07-08 22:11:00,否
43803,22,1,1503,1534.43,2024-03-07 23:56:00,否
43804,23,5,"1101,1178,1065,1700,1392",5959.59,2024-05-27 17:14:00,否
43805,48,3,"1688,1371,1815",6329.57,2024-03-24 07:42:00,否
43806,97,5,"1968,1347,1850,1813,1111",7603.43,2024-08-01 11:10:00,是
43807,99,2,"1602,1145",5533.04,2024-04-25 06:06:00,否
43808,45,3,"1234,1165,1865",3194.55,2024-04-15 18:08:00,否
43809,6,2,"1948,1548",3479.8,2024-08-08 05:52:00,否
43810,3,2,"1399,1964",3730.77,2024-08-29 10:30:00,否
43811,11,1,1182,283.97,2024-06-16 17:57:00,否
43812,95,4,"1597,1367,1453,1651",4115.38,2024-10-29 19:23:00,否
43813,49,2,"1340,1856",714.36,2024-09-14 03:12:00,否
43814,72,3,"1929,1911,1360",577.24,2024-12-07 03:15:00,否
43815,71,2,"1490,1723",5028.45,2024-09-02 17:50:00,否
43816,12,2,"1889,1452",2064.59,2024-09-06 22:14:00,否
43817,38,2,"1247,1622",1557.41,2024-12-07 17:51:00,否
43818,61,2,"1991,1565",4191.53,2024-01-15 13:24:00,否
43819,55,3,"1156,1941,1813",2944.22,2024-04-02 21:01:00,否
43820,9,5,"1152,1525,1339,1079,1640",8459.82,2024-10-31 00:01:00,否
43821,58,3,"1874,1065,1857",5078.78,2024-01-06 09:45:00,否
43822,62,1,1136,845.52,2024-10-30 00:51:00,否
43823,89,5,"1755,1648,1618,1074,1120",10456.03,2024-08-15 13:18:00,否
43824,14,2,"1315,1499",1495.67,2024-09-16 11:20:00,否
43825,97,2,"1793,1035",5241.57,2024-06-01 19:37:00,否
43826,94,3,"1107,1554,1713",4558.43,2024-07-02 11:40:00,否
43827,51,4,"1749,1970,1935,1186",2759.11,2024-01-13 06:42:00,否
43828,1,4,"1234,1615,1519,1163",6157.77,2024-10-06 03:05:00,否
43829,13,4,"1021,1916,1114,1289",3388.19,2024-12-10 03:49:00,否
43830,43,3,"1328,1398,1115",4436.22,2024-06-14 02:58:00,否
43831,8,3,"1188,1297,1834",4535.03,2024-05-12 01:09:00,否
43832,8,2,"1721,1599",1010.03,2024-09-12 01:54:00,否
43833,51,3,"1122,1890,1398",1708.76,2024-11-26 15:39:00,否
43834,8,1,1094,713.12,2024-11-09 22:37:00,否
43835,60,1,1618,2833.31,2024-07-24 13:29:00,否
43836,67,2,"1343,1804",3418.64,2024-02-14 14:17:00,否
43837,26,2,"1250,1453",2576.87,2024-09-14 06:56:00,否
43838,53,2,"1783,1512",2399.75,2024-09-26 02:56:00,否
43839,9,4,"1088,1980,1037,1808",3924.72,2024-06-30 07:29:00,否
43840,5,4,"1772,1081,1734,1603",2874.21,2024-09-27 07:31:00,否
43841,57,2,"1157,1752",3787.38,2024-03-26 18:31:00,否
43842,77,2,"1480,1112",4864.29,2024-08-12 10:35:00,否
43843,55,2,"1800,1043",1679.65,2024-10-06 08:15:00,否
43844,69,3,"1657,1486,1597",2767.46,2024-10-09 15:43:00,否
43845,85,3,"1095,1673,1440",2779.09,2024-12-23 18:05:00,否
43846,26,4,"1193,1042,1774,1459",2189.13,2024-01-02 13:49:00,否
43847,67,2,"1322,1825",1334.45,2024-03-14 09:05:00,否
43848,33,1,1925,433.68,2024-01-16 07:28:00,否
43849,14,2,"1383,1065",385.84,2024-03-24 02:23:00,否
43850,96,3,"1795,1497,1012",1266.66,2024-05-25 11:18:00,否
43851,22,1,1541,104.91,2024-02-25 00:07:00,否
43852,11,1,1392,1219.13,2024-05-25 17:21:00,否
43853,92,3,"1799,1959,1544",1018.53,2024-04-12 11:50:00,否
43854,92,1,1050,252.94,2024-06-12 01:14:00,否
43855,13,2,"1024,1083",2054.76,2024-12-01 15:54:00,否
43856,46,4,"1119,1772,1028,1377",7030.64,2024-09-11 23:56:00,否
43857,90,3,"1663,1417,1629",463.17,2024-05-03 15:58:00,否
43858,74,5,"1707,1663,1607,1933,1780",8903.63,2024-10-24 10:20:00,是
43859,56,3,"1002,1206,1896",585.64,2024-04-11 17:03:00,否
43860,79,2,"1183,1325",6720.04,2024-12-25 17:30:00,否
43861,88,3,"1496,1895,1655",3426.83,2024-07-15 23:49:00,否
43862,60,2,"1277,1116",1078.38,2024-08-31 13:37:00,否
43863,98,1,1798,601.27,2024-12-04 02:52:00,否
43864,12,3,"1337,1787,1081",6121.36,2024-10-14 21:12:00,否
43865,84,5,"1793,1123,1789,1274,1361",8725.07,2024-03-29 21:11:00,否
43866,44,1,1942,236.91,2024-08-18 09:48:00,否
43867,79,1,1010,30.0,2024-04-06 16:50:00,否
43868,31,3,"1054,1975,1272",4250.76,2024-01-12 11:42:00,否
43869,98,3,"1871,1569,1195",1605.89,2024-11-27 11:03:00,否
43870,85,2,"1480,1765",1632.24,2024-12-30 13:30:00,否
43871,45,2,"1497,1359",172.04,2024-03-21 22:48:00,否
43872,86,1,1777,2773.66,2024-09-15 09:28:00,否
43873,37,3,"1684,1860,1894",1813.88,2024-10-13 16:43:00,否
43874,44,4,"1258,1152,1910,1972",1341.1,2024-08-15 20:47:00,否
43875,41,1,1013,70.23,2024-12-27 04:35:00,否
43876,8,2,"1699,1371",4001.77,2024-11-19 20:32:00,否
43877,2,3,"1179,1048,1399",2646.73,2024-07-11 18:00:00,否
43878,64,1,1384,65.7,2024-12-20 20:02:00,否
43879,16,3,"1300,1367,1284",3794.48,2024-10-15 06:45:00,否
43880,62,4,"1564,1200,1143,1582",3607.91,2024-02-10 22:08:00,否
43881,38,1,1390,1269.88,2024-10-01 06:37:00,否
43882,97,2,"1202,1998",694.57,2024-04-06 17:24:00,否
43883,82,3,"1786,1609,1031",375.06,2024-08-30 05:28:00,否
43884,91,1,1235,463.5,2024-02-29 13:40:00,否
43885,91,3,"1278,1766,1125",3365.86,2024-02-16 15:26:00,否
43886,40,3,"1059,1737,1518",1325.43,2024-01-18 10:48:00,否
43887,9,2,"1957,1882",2481.66,2024-10-23 16:54:00,否
43888,65,3,"1772,1375,1431",2625.27,2024-08-27 22:31:00,是
43889,9,2,"1148,1640",2954.9,2024-06-08 04:54:00,否
43890,2,3,"1860,1221,1896",1422.4,2024-01-14 04:20:00,否
43891,6,2,"1341,1334",4097.08,2024-02-22 21:07:00,否
43892,57,1,1739,1976.35,2024-05-23 04:11:00,否
43893,80,1,1965,1601.09,2024-04-04 04:39:00,否
43894,87,2,"1425,1634",597.2,2024-10-20 16:49:00,否
43895,29,3,"1024,1702,1636",1971.4,2024-09-19 18:46:00,否
43896,51,1,1247,838.84,2024-07-22 23:17:00,否
43897,40,3,"1064,1367,1947",7592.51,2024-03-07 20:13:00,否
43898,80,2,"1922,1363",970.58,2024-07-01 08:47:00,否
43899,43,2,"1017,1244",1431.63,2024-09-29 13:53:00,否
43900,21,3,"1932,1179,1360",1706.29,2024-08-29 12:30:00,否
43901,23,1,1190,75.08,2024-09-13 17:33:00,否
43902,13,1,1690,819.88,2024-02-08 12:51:00,否
43903,85,4,"1437,1214,1910,1980",6064.99,2024-05-22 10:18:00,否
43904,68,1,1278,755.99,2024-01-04 01:34:00,否
43905,59,1,1257,551.43,2024-04-04 23:02:00,否
43906,38,3,"1783,1507,1733",3153.11,2024-06-25 09:28:00,否
43907,36,2,"1694,1541",963.91,2024-12-23 05:10:00,否
43908,51,3,"1851,1121,1404",1556.35,2024-01-23 21:25:00,否
43909,89,5,"1161,1097,1779,1858,1339",4586.78,2024-04-27 14:32:00,否
43910,42,2,"1700,1166",4984.25,2024-12-29 19:08:00,否
43911,18,3,"1275,1027,1876",1524.44,2024-05-01 16:47:00,否
43912,91,1,1899,61.25,2024-04-21 11:01:00,否
43913,59,5,"1003,1729,1303,1597,1078",6403.23,2024-09-09 03:14:00,否
43914,19,1,1895,664.98,2024-07-19 12:53:00,否
43915,75,2,"2000,1457",2201.21,2024-12-03 13:55:00,否
43916,41,4,"1740,1696,1274,1654",4727.97,2024-03-25 07:13:00,否
43917,47,2,"1631,1980",7111.5,2024-02-06 04:37:00,否
43918,40,2,"1717,1141",302.58,2024-12-29 02:24:00,否
43919,22,3,"1374,1639,1159",2771.14,2024-03-23 02:23:00,否
43920,44,3,"1489,1791,1541",3479.38,2024-02-09 13:50:00,否
43921,30,3,"1132,1507,1479",3970.12,2024-08-23 03:22:00,否
43922,4,1,1451,1839.5,2024-10-10 23:49:00,否
43923,60,2,"1106,1173",2294.73,2024-02-15 14:25:00,否
43924,82,5,"1634,1600,1156,1200,1469",4134.81,2024-05-29 18:51:00,否
43925,5,3,"1673,1387,1239",5409.54,2024-12-21 19:42:00,否
43926,71,5,"1963,1339,1716,1164,1461",5849.99,2024-10-13 07:46:00,否
43927,90,2,"1462,1154",261.93,2024-02-24 04:56:00,否
43928,77,1,1628,893.31,2024-06-03 16:30:00,否
43929,98,1,1308,66.12,2024-01-01 15:40:00,否
43930,64,3,"1295,1436,1947",9285.8,2024-06-24 13:41:00,否
43931,69,1,1356,703.12,2024-08-07 23:15:00,否
43932,9,1,1621,378.2,2024-08-18 20:04:00,否
43933,79,2,"1105,1756",4542.92,2024-05-18 07:11:00,否
43934,34,4,"1199,1301,1414,1892",8926.09,2024-02-23 13:01:00,否
43935,1,1,1103,407.88,2024-11-12 00:59:00,否
43936,63,3,"1484,1885,1140",3827.18,2024-11-13 09:23:00,否
43937,54,5,"1732,1376,1283,1015,1440",1311.08,2024-02-15 04:42:00,否
43938,69,4,"1582,1269,1856,1339",2277.73,2024-03-04 14:49:00,否
43939,3,1,1495,3733.19,2024-06-07 07:46:00,否
43940,7,1,1273,183.53,2024-06-07 02:00:00,否
43941,6,2,"1461,1776",1502.89,2024-11-12 06:48:00,否
43942,72,1,1539,1275.65,2024-11-17 19:45:00,否
43943,93,2,"1142,1985",1988.78,2024-08-17 06:13:00,否
43944,65,3,"1827,1842,1368",1543.88,2024-11-09 13:14:00,否
43945,62,2,"1749,1724",1465.3,2024-11-25 03:35:00,否
43946,12,3,"1930,1188,1534",2177.21,2024-06-24 11:13:00,否
43947,16,3,"1740,1053,1638",4708.96,2024-06-14 02:34:00,否
43948,54,3,"1964,1457,1098",5644.96,2024-07-04 03:49:00,否
43949,2,4,"1152,1231,1634,1757",2196.62,2024-02-11 09:40:00,否
43950,67,2,"1075,1767",2059.71,2024-05-06 20:24:00,否
43951,51,2,"1812,1455",794.7,2024-06-20 04:08:00,否
43952,58,1,1390,1269.88,2024-11-21 04:41:00,是
43953,42,5,"1673,1587,1816,1635,1181",2072.9,2024-08-18 01:14:00,否
43954,62,2,"1221,1965",2574.01,2024-08-14 12:40:00,否
43955,42,1,1322,1121.79,2024-08-09 17:34:00,否
43956,73,1,1541,104.91,2024-09-02 08:06:00,否
43957,45,1,1408,290.47,2024-07-26 08:24:00,否
43958,95,3,"1479,1867,1802",1608.18,2024-02-06 02:57:00,否
43959,5,1,1599,20.03,2024-08-04 14:16:00,否
43960,34,4,"1941,1126,1719,1594",5647.5,2024-10-20 11:04:00,否
43961,45,3,"1098,1317,1052",1002.93,2024-08-09 11:23:00,否
43962,16,1,1872,120.31,2024-04-13 06:21:00,否
43963,15,3,"1356,1557,1251",4289.38,2024-02-24 19:56:00,否
43964,96,2,"1390,1214",1621.18,2024-08-10 19:26:00,否
43965,23,2,"1191,1257",647.25,2024-01-06 21:49:00,否
43966,16,2,"1103,1435",1620.93,2024-11-16 14:34:00,否
43967,66,5,"1966,1931,1858,1781,1120",4798.17,2024-08-07 23:09:00,否
43968,85,2,"1157,1259",2816.04,2024-10-29 21:27:00,否
43969,79,3,"1239,1893,1889",6015.57,2024-06-13 02:25:00,否
43970,82,3,"1572,1431,1359",2185.17,2024-10-11 03:53:00,是
43971,95,2,"1301,1441",4560.14,2024-03-05 18:11:00,否
43972,24,2,"1242,1744",1284.47,2024-01-16 07:37:00,否
43973,75,1,1234,790.35,2024-09-28 20:03:00,否
43974,48,2,"1571,1540",2452.36,2024-01-08 07:19:00,否
43975,66,1,1084,229.98,2024-11-26 07:42:00,否
43976,38,1,1967,221.83,2024-04-03 03:30:00,否
43977,74,3,"1214,1051,1341",5217.78,2024-12-24 14:15:00,否
43978,55,3,"1542,1928,1768",1395.3,2024-03-11 22:15:00,否
43979,60,5,"1122,1837,1888,1364,1784",8794.32,2024-01-23 23:29:00,否
43980,8,2,"1890,1336",3385.35,2024-03-31 17:45:00,否
43981,82,2,"1670,1834",4058.46,2024-03-05 05:26:00,否
43982,46,5,"1263,1360,1268,1920,1888",2325.66,2024-10-06 20:45:00,否
43983,38,2,"1158,1609",172.02,2024-12-26 16:54:00,否
43984,94,2,"1671,1588",4286.38,2024-03-10 19:36:00,否
43985,63,1,1638,462.07,2024-05-12 18:50:00,否
43986,34,2,"1840,1145",1149.41,2024-12-11 14:58:00,是
43987,25,4,"1292,1855,1713,1450",2683.27,2024-10-12 04:18:00,否
43988,22,3,"1459,1823,1296",3122.1,2024-10-17 06:32:00,否
43989,38,2,"1965,1894",2201.28,2024-02-29 06:53:00,否
43990,73,1,1647,2621.38,2024-10-24 18:15:00,否
43991,15,5,"1260,1540,1118,1676,1024",3789.54,2024-06-24 10:39:00,否
43992,36,4,"1013,1370,1876,1442",1948.85,2024-09-05 01:06:00,否
43993,56,5,"1297,1153,1362,1400,1274",6752.11,2024-07-26 00:40:00,否
43994,25,2,"1654,1122",1921.8,2024-02-23 14:38:00,否
43995,97,1,1798,601.27,2024-04-20 12:45:00,否
43996,84,1,1719,148.9,2024-11-13 02:32:00,否
43997,74,3,"1254,1068,1141",2635.46,2024-08-21 10:39:00,否
43998,49,4,"1039,1585,1799,1374",3551.66,2024-09-10 21:15:00,否
43999,98,3,"1257,1899,1353",2478.14,2024-04-06 18:21:00,否
44000,88,3,"1302,1240,1510",635.49,2024-01-09 22:24:00,否
44001,48,3,"1611,1057,1888",1741.35,2024-02-25 21:30:00,否
44002,19,4,"1157,1582,1052,1713",879.39,2024-08-19 19:29:00,否
44003,25,2,"1806,1103",441.14,2024-01-24 17:25:00,否
44004,40,2,"1702,1834",4039.8,2024-12-23 15:33:00,否
44005,54,3,"1572,1843,1815",5394.87,2024-03-13 03:03:00,否
44006,50,4,"1467,1292,1472,1625",1917.25,2024-03-19 08:54:00,否
44007,4,4,"1510,1076,1183,1033",5082.92,2024-12-26 02:26:00,是
44008,91,2,"1158,1799",1036.82,2024-02-24 19:50:00,是
44009,45,1,1811,165.38,2024-05-31 04:55:00,否
44010,55,4,"1256,1377,1104,1578",5136.14,2024-01-24 02:17:00,是
44011,66,1,1649,803.49,2024-04-29 22:51:00,否
44012,69,3,"1380,1115,1777",5061.44,2024-12-12 13:09:00,否
